timestamp_string;timestamp_string_date;timestamp_string_time;wind_speed_knots;wind_direction_deg;barometric_pressure_hPa;rain_today_mm;rain_rate_mmph;temperature_cels;rel_humidity;uv_index;heat_index_cels;wind_gust_knots;dew_point_cels;wind_chill_cels;ground_temperature_cels;solar_irradiance_wpsm;rel_leaf_wetness;soil_moisture_cb;rain_this_month_mm;rain_this_year_mm;evapotranspiration_today_mm;evapotranspiration_this_month_mm;evapotranspiration_this_year_mm
03/11/2020 18:23:00;03/11/2020;18:23:00;0.8639308855291576;0;1024.0;0.0;0.0;10.7;0.89;;11.1;6.101511879049676;8.9;10.6;12.2;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 18:25:00;03/11/2020;18:25:00;0.8639308855291576;0;1024.1;0.0;0.0;10.6;0.89;;11.1;6.101511879049676;8.9;10.6;12.2;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 18:27:00;03/11/2020;18:27:00;0.8639308855291576;0;1024.1;0.0;0.0;10.6;0.89;;11.1;6.101511879049676;8.9;10.6;12.2;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 18:28:00;03/11/2020;18:28:00;0.8639308855291576;0;1024.1;0.0;0.0;10.6;0.89;;11.1;6.101511879049676;8.9;10.6;12.2;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 18:29:00;03/11/2020;18:29:00;0.8639308855291576;0;1024.1;0.0;0.0;10.6;0.89;;11.1;6.101511879049676;8.9;10.6;12.2;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 18:30:00;03/11/2020;18:30:00;0.8639308855291576;0;1024.1;0.0;0.0;10.6;0.89;;11.1;6.101511879049676;8.9;10.6;12.2;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 18:31:00;03/11/2020;18:31:00;0.8639308855291576;0;1024.1;0.0;0.0;10.6;0.89;;11.1;6.101511879049676;8.9;10.6;12.2;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 18:32:00;03/11/2020;18:32:00;0.0;0;1024.2;0.0;0.0;10.6;0.89;;11.1;6.101511879049676;8.9;10.6;12.2;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 18:33:00;03/11/2020;18:33:00;0.0;0;1024.0;0.0;0.0;10.6;0.89;;11.1;6.101511879049676;8.9;10.6;12.2;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 18:34:00;03/11/2020;18:34:00;0.0;0;1024.2;0.0;0.0;10.6;0.88;;10.6;6.101511879049676;8.9;10.6;12.2;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 18:35:00;03/11/2020;18:35:00;0.8639308855291576;315;1024.1;0.0;0.0;10.6;0.88;;10.6;6.101511879049676;8.9;10.6;11.7;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 18:37:00;03/11/2020;18:37:00;0.0;292.5;1024.1;0.0;0.0;10.4;0.89;;10.6;6.101511879049676;8.9;10.6;11.7;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 18:38:00;03/11/2020;18:38:00;0.8639308855291576;292.5;1024.1;0.0;0.0;10.3;0.89;;10.6;6.101511879049676;8.9;10.6;11.7;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 18:39:00;03/11/2020;18:39:00;0.0;292.5;1024.1;0.0;0.0;10.3;0.89;;10.6;6.101511879049676;8.3;10.6;11.7;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 18:40:00;03/11/2020;18:40:00;0.0;292.5;1024.1;0.0;0.0;10.3;0.89;;10.6;6.101511879049676;8.3;10.6;11.7;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 18:41:00;03/11/2020;18:41:00;0.0;292.5;1024.2;0.0;0.0;10.2;0.89;;10.6;6.101511879049676;8.3;10.0;11.7;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 18:42:00;03/11/2020;18:42:00;0.0;292.5;1024.2;0.0;0.0;10.1;0.89;;10.6;6.101511879049676;8.3;10.0;11.7;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 18:43:00;03/11/2020;18:43:00;0.0;292.5;1024.2;0.0;0.0;10.1;0.89;;10.6;6.101511879049676;8.3;10.0;11.7;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 18:44:00;03/11/2020;18:44:00;0.0;292.5;1024.2;0.0;0.0;10.1;0.89;;10.6;6.101511879049676;8.3;10.0;11.7;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 18:45:00;03/11/2020;18:45:00;0.0;292.5;1024.2;0.0;0.0;10.0;0.89;;10.0;6.101511879049676;8.3;10.0;11.7;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 18:46:00;03/11/2020;18:46:00;0.0;292.5;1024.2;0.0;0.0;10.0;0.9;;10.6;6.101511879049676;8.3;10.0;11.7;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 18:47:00;03/11/2020;18:47:00;0.0;292.5;1024.1;0.0;0.0;9.9;0.9;;10.0;6.101511879049676;8.3;10.0;11.7;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 18:48:00;03/11/2020;18:48:00;0.0;292.5;1024.2;0.0;0.0;9.9;0.9;;10.0;6.101511879049676;8.3;10.0;11.7;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 18:49:00;03/11/2020;18:49:00;0.0;292.5;1024.2;0.0;0.0;9.9;0.9;;10.0;6.101511879049676;8.3;10.0;11.7;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 18:50:00;03/11/2020;18:50:00;0.0;292.5;1024.3;0.0;0.0;9.9;0.9;;10.0;6.101511879049676;8.3;10.0;11.7;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 18:57:00;03/11/2020;18:57:00;0.0;292.5;1024.3;0.0;0.0;9.8;0.91;;10.0;6.101511879049676;8.3;10.0;11.7;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 18:58:00;03/11/2020;18:58:00;0.0;292.5;1024.2;0.0;0.0;9.8;0.91;;10.0;6.101511879049676;8.3;10.0;11.7;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 18:59:00;03/11/2020;18:59:00;0.0;292.5;1024.3;0.0;0.0;9.8;0.91;;10.0;6.101511879049676;8.3;10.0;11.7;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 19:00:00;03/11/2020;19:00:00;0.0;292.5;1024.3;0.0;0.0;9.8;0.91;;10.0;6.101511879049676;8.3;10.0;11.7;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 19:01:00;03/11/2020;19:01:00;0.0;292.5;1024.3;0.0;0.0;9.8;0.91;;10.0;6.101511879049676;8.3;10.0;11.7;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 19:02:00;03/11/2020;19:02:00;0.0;292.5;1024.3;0.0;0.0;9.8;0.91;;10.0;6.101511879049676;8.3;10.0;11.7;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
03/11/2020 19:03:00;03/11/2020;19:03:00;0.0;292.5;1024.3;0.0;0.0;9.8;0.91;;10.0;6.101511879049676;8.3;10.0;11.7;0;0.0;7;0.2;1120.0;0.7;2.0;712.2
